VENDOR_NAME,VENDOR_NBR,SKU_NBR,DC_ID,PO_NBR,FISCAL_WEEK_NBR,MDSE_GRP_DSC,DIRECTOR,CAT_NBR,CATEGORY,SKU_DSC,DNP_RANKING,COMBINED_ACTION,COMBINED_CAUSE,ACTION_TAKEN_ON_TIME,FILL_RATE_ISSUE,SUM_ORDERED,SUM_RCVD,FILL_RATE,FILL_RATE_WK_1,FILL_RATE_WK_2,FILL_RATE_WK_3,FILL_RATE_WK_4,FILL_RATE_WK_5,FILL_RATE_WK_6,FILL_RATE_WK_7,VENDOR_ISSUE,OOS_LIKELY,LATE_ISSUE,STA_DT,REQUESTED_DT,APPT_DT,TRAILER_ARRIVE_DT,RECEIVED_DT,RECEIPT_DELAY_DAYS,RECEIPT_DELAY_WK_1_AGO,RECEIPT_DELAY_WK_2_AGO,RECEIPT_DELAY_WK_3_AGO,RECEIPT_DELAY_WK_4_AGO,DC_BOH_QTY,STORE_BOH_QTY,ON_WITHDRAWAL_QTY,TOTAL_WEEKS_OF_SUPPLY,IN_STOCK_PERCENT,STORE_IN_STOCK_PCT,ACTIVE_IND,DISCON_IND,OOS_LIKELY2,AVG_FILL_RATE_4WK,AVG_RECEIPT_DELAY_4WK,AVG_FILL_RATE_8WK,AVG_RECEIPT_DELAY_8WK,SKU_AVG_MARGIN,TOTAL_UNITS_ORDERED,STORE_COUNT
HEALTHCORP,80021,21703,NC,32156,202542,CONSUMER HEALTH CARE,THOR ODINSON,1,DIGESTIVE HEALTH,Immune Support 60ct,Top 50%,Vendor Outreach,Demand spike,,Y,115,89,77.5,93.4,84.1,77.8,77.4,56.9,69.3,82.5,Y,N,N,2025-08-25,2025-08-25,2025-08-27,2025-08-27,2025-08-29,-1.8,-0.2,-2.7,-4.7,-3.0,88,1022,71,23.11,0.7546,0.7431,A,N,N,83.2,-2.6,77.9,0.8,0.1565,115,15
ULTRAMED,75012,12058,FL,32157,202536,BABY & CHILD,CAROL DANVERS,8,BABY CARE,Probiotic 30ct,Top 50%,Vendor Outreach,Weather delay,,N,378,367,97.1,90.1,100,84.1,90.9,79.7,90.8,90.9,Y,N,Y,2025-09-01,2025-09-04,2025-09-06,2025-09-07,2025-09-09,12.4,10.8,13.8,12.1,12.6,256,601,210,35.51,0.9687,0.9763,A,N,N,91.3,12.3,90.6,12.4,0.2659,378,256
NOVAPHARM,41892,28623,AZ,32158,202542,BEAUTY & PERSONAL CARE,CAROL DANVERS,5,PERSONAL CARE,Hand Sanitizer 8oz,Top 10%,Vendor Outreach,>5 days late,,N,362,312,86.3,73.3,88.6,89.4,85.5,76.7,75.6,85.3,Y,Y,Y,2025-08-27,2025-08-26,2025-08-27,2025-08-29,2025-08-29,11.2,12.1,7.7,11.9,6.4,18,1473,155,22.35,0.5908,0.5972,A,N,Y,84.2,9.5,82.8,11.6,0.1232,362,159
GREENLEAF,61234,13578,OH,32159,202536,BABY & CHILD,DIANA PRINCE,8,BABY CARE,Allergy Relief 24ct,Top 50%,Escalate to Merchant,Manufacturing shortage,Y,Y,485,361,74.5,77.9,74.4,85.6,73.5,80.6,73.9,63.6,Y,Y,N,2025-08-16,2025-08-16,2025-08-16,2025-08-18,2025-08-18,4.4,2.8,2.0,6.8,9.1,175,222,74,42.43,0.5382,0.5704,A,N,Y,77.8,5.2,76.0,2.4,0.3973,485,95
GREENLEAF,61234,55229,CA,32160,202534,BEAUTY & PERSONAL CARE,NATASHA ROMANOV,5,PERSONAL CARE,Pain Reliever 50ct,Top 10%,Vendor Outreach,Weather delay,N,N,254,234,92.1,72.8,95.0,97.3,89.4,88.9,84.8,91.3,Y,N,Y,2025-09-13,2025-09-10,2025-09-10,2025-09-14,2025-09-16,12.5,16.2,15.4,11.1,9.2,181,1779,221,24.52,0.877,0.8922,A,N,N,88.6,13.0,87.5,12.8,0.3945,254,210
ULTRAMED,75012,41692,NC,32161,202539,CONSUMER HEALTH CARE,NATASHA ROMANOV,4,PAIN MANAGEMENT,Diaper Size 3 160ct,Top 10%,Vendor Outreach,Transportation issue,,Y,142,76,53.8,60.1,54.8,53.9,61.3,57.2,41.8,51.9,Y,Y,Y,2025-09-30,2025-10-01,2025-10-03,2025-10-04,2025-10-06,11.3,10.9,13.2,12.6,11.5,326,299,61,45.89,0.3346,0.3451,A,N,Y,57.5,12.1,53.6,14.5,0.1829,142,160
ULTRAMED,75012,19924,WA,32162,202539,BEAUTY & PERSONAL CARE,THOR ODINSON,5,PERSONAL CARE,Probiotic 30ct,Top 50%,Vendor Outreach,Demand spike,Y,Y,449,194,43.3,44.6,35.6,41.9,45.7,49.3,41.6,34.6,Y,Y,N,2025-08-14,2025-08-15,2025-08-17,2025-08-17,2025-08-18,4.5,5.8,6.0,7.6,7.7,366,580,52,34.41,0.3139,0.2709,A,N,Y,42.0,6.8,42.9,6.3,0.3938,449,10
ULTRAMED,75012,61181,OH,32163,202540,CONSUMER HEALTH CARE,NATASHA ROMANOV,3,COLD & ALLERGY,Cough Syrup 8oz,Bottom 50%,Escalate to Merchant,Weather delay,Y,Y,313,223,71.1,57.4,72.3,62.1,60.5,78.4,72.3,68.3,Y,Y,Y,2025-09-29,2025-09-28,2025-09-29,2025-10-01,2025-10-02,9.4,14.7,7.8,5.5,9.8,28,1344,46,21.1,0.4461,0.4814,A,N,Y,63.1,9.4,67.2,12.6,0.1795,313,30
ULTRAMED,75012,35035,OH,32164,202539,BEAUTY & PERSONAL CARE,CAROL DANVERS,7,SKIN CARE,Pain Reliever 50ct,Top 10%,Vendor Outreach,Demand spike,Y,Y,373,221,59.3,60.1,61.3,85.8,63.6,59.9,67.2,62.3,Y,Y,N,2025-09-16,2025-09-13,2025-09-14,2025-09-14,2025-09-14,1.5,-2.7,2.0,1.4,0.1,413,1389,267,29.79,0.4833,0.5011,A,N,Y,67.7,0.2,65.4,1.0,0.431,373,260
AKZE,32274,71763,NC,32165,202536,CONSUMER HEALTH CARE,THOR ODINSON,1,DIGESTIVE HEALTH,Dog Food Dry 20lb,Top 10%,Vendor Outreach,Weather delay,,N,373,320,85.7,82.5,80.7,99.0,81.0,87.0,73.3,77.7,Y,N,Y,2025-08-22,2025-08-25,2025-08-27,2025-08-30,2025-08-31,7.6,4.2,5.3,9.5,8.4,61,1451,294,24.89,0.8583,0.8405,A,N,N,85.8,6.8,83.8,6.5,0.1781,373,42
BIOPLEX,72398,28512,NY,32166,202542,CONSUMER HEALTH CARE,BRUCE BANNER,3,COLD & ALLERGY,Eye Drops 0.5oz,Top 10%,Vendor Outreach,>5 days late,,N,174,172,98.9,100,99.8,100,89.9,99.1,97.5,98.0,Y,N,Y,2025-09-20,2025-09-23,2025-09-24,2025-09-25,2025-09-25,8.7,8.7,7.6,4.8,7.7,73,1360,138,23.1,0.8517,0.8429,A,N,N,97.4,7.2,98.8,9.7,0.181,174,265
NOVAPHARM,41892,92207,OH,32167,202534,BEAUTY & PERSONAL CARE,DIANA PRINCE,6,HAIR CARE,Probiotic 30ct,Top 10%,Escalate to Merchant,Transportation issue,Y,Y,148,67,45.2,41.0,41.7,44.5,36.4,55.5,39.7,43.8,Y,Y,Y,2025-09-24,2025-09-24,2025-09-25,2025-09-27,2025-09-27,17.6,17.9,18.6,18.9,18.7,343,1939,22,23.76,0.3216,0.308,A,N,Y,40.9,18.5,43.6,20.0,0.4332,148,285
MEDIQ,55013,13809,WA,32168,202535,PET CARE,CAROL DANVERS,9,PET SUPPLIES,Pain Reliever 50ct,Top 50%,Vendor Outreach,Weather delay,Y,N,419,384,91.7,84.4,87.7,91.4,74.6,92.2,95.5,92.5,N,N,N,2025-09-26,2025-09-26,2025-09-26,2025-09-26,2025-09-28,0.9,3.1,-0.6,2.4,-2.5,232,414,198,40.77,0.8083,0.8041,A,N,N,84.5,0.6,88.9,1.2,0.2512,419,26
GREENLEAF,61234,17818,OH,32169,202541,CONSUMER HEALTH CARE,THOR ODINSON,3,COLD & ALLERGY,Pain Reliever 50ct,Bottom 50%,Vendor Outreach,Manufacturing shortage,Y,Y,137,101,73.5,80.6,74.8,80.1,81.4,85.4,90.1,68.4,Y,Y,N,2025-09-07,2025-09-07,2025-09-08,2025-09-09,2025-09-09,2.0,7.1,5.1,-7.9,2.7,373,926,126,30.78,0.3991,0.3925,A,N,Y,79.2,1.7,79.5,6.2,0.288,137,32
PRIMECARE,34567,76088,CA,32170,202540,BEAUTY & PERSONAL CARE,NATASHA ROMANOV,7,SKIN CARE,Diaper Size 3 160ct,Bottom 50%,Escalate to Merchant,Low fill rate (<85%),,Y,458,324,70.7,78.3,76.1,82.3,77.4,67.8,63.0,72.2,Y,Y,N,2025-09-06,2025-09-08,2025-09-10,2025-09-10,2025-09-11,-0.3,2.5,4.1,0.1,1.5,237,1630,70,23.77,0.6497,0.6402,A,N,Y,78.5,2.0,74.1,2.5,0.1006,458,46
SUNRISE,88345,53634,AZ,32171,202540,CONSUMER HEALTH CARE,CAROL DANVERS,1,DIGESTIVE HEALTH,Multivitamin 90ct,Bottom 50%,Vendor Outreach,Transportation issue,,N,407,404,99.2,91.7,85.5,95.5,100.0,96.0,100,90.3,N,N,N,2025-08-24,2025-08-23,2025-08-23,2025-08-23,2025-08-25,-1.6,-0.5,-2.5,-4.4,1.5,363,1634,104,25.72,0.7401,0.7236,A,N,N,93.2,-1.5,93.9,-2.2,0.492,407,117
SYNCO,67441,52003,GA,32172,202540,BEAUTY & PERSONAL CARE,NATASHA ROMANOV,5,PERSONAL CARE,Diaper Size 3 160ct,Top 50%,Escalate to Merchant,Low fill rate (<85%),,Y,82,46,56.4,47.4,59.2,60.7,48.5,41.8,53.4,63.5,Y,Y,N,2025-08-12,2025-08-11,2025-08-11,2025-08-11,2025-08-11,0.6,-1.3,3.0,6.4,3.1,141,279,75,35.48,0.4985,0.536,A,N,Y,54.0,2.8,54.2,0.0,0.3436,82,77
HEALTHCORP,80021,65067,WA,32173,202537,CONSUMER HEALTH CARE,CAROL DANVERS,1,DIGESTIVE HEALTH,Multivitamin 90ct,Top 50%,Vendor Outreach,Transportation issue,Y,N,496,481,97.0,95.5,100,88.7,91.6,100,89.1,85.3,Y,N,Y,2025-08-09,2025-08-12,2025-08-13,2025-08-14,2025-08-15,13.3,11.4,7.9,10.9,14.2,116,1041,190,25.88,0.9815,1,A,N,N,94.0,11.1,94.0,11.6,0.3784,496,92
BIOMED,48902,47387,FL,32174,202536,CONSUMER HEALTH CARE,CAROL DANVERS,3,COLD & ALLERGY,Shampoo 12oz,Top 50%,Vendor Outreach,>5 days late,,N,71,71,99.9,92.2,96.0,96.2,100,96.7,88.5,100,Y,N,Y,2025-09-19,2025-09-17,2025-09-18,2025-09-20,2025-09-20,12.7,12.5,11.2,12.4,19.6,2,1562,279,23.6,0.9829,0.966,A,N,N,96.1,13.9,96.4,13.3,0.4001,71,299
PRIMECARE,34567,54392,TX,32175,202536,BABY & CHILD,PETER PARKER,8,BABY CARE,Vitamin C 500mg 60ct,Top 50%,Escalate to Merchant,>5 days late,Y,Y,109,58,53.6,44.9,41.1,62.5,50.3,54.8,64.4,57.5,Y,Y,Y,2025-09-24,2025-09-24,2025-09-26,2025-09-27,2025-09-29,14.8,15.8,9.8,15.2,16.0,201,448,251,40.18,0.4271,0.4376,A,N,Y,49.7,14.2,54.9,12.7,0.4222,109,228
VITAGEN,91123,58867,CA,32176,202539,BEAUTY & PERSONAL CARE,DIANA PRINCE,5,PERSONAL CARE,Eye Drops 0.5oz,Bottom 50%,Escalate to Merchant,Demand spike,,Y,278,218,78.5,89.5,85.3,55.0,87.1,80.7,72.3,85.8,Y,N,N,2025-08-31,2025-09-03,2025-09-05,2025-09-06,2025-09-06,1.0,-6.5,3.6,4.1,2.8,477,1259,192,30.63,0.7257,0.7166,A,N,N,79.2,1.0,79.5,2.8,0.4399,278,80
MEDIQ,55013,60039,OH,32177,202534,PET CARE,CAROL DANVERS,9,PET SUPPLIES,Sunscreen SPF50 4oz,Top 50%,Vendor Outreach,Demand spike,,N,204,199,97.5,93.3,94.1,100,95.7,97.9,100,97.6,N,N,N,2025-09-28,2025-09-30,2025-10-02,2025-10-02,2025-10-02,4.7,7.9,7.8,4.3,6.5,61,1616,141,22.5,0.843,0.8901,A,N,N,95.8,6.6,96.5,5.5,0.2962,204,142
ULTRAMED,75012,72395,TX,32178,202534,BEAUTY & PERSONAL CARE,DIANA PRINCE,6,HAIR CARE,Diaper Size 3 160ct,Bottom 50%,Vendor Outreach,Manufacturing shortage,N,N,133,125,93.7,99.1,100,91.1,86.6,100,96.2,80.6,N,N,N,2025-08-12,2025-08-15,2025-08-15,2025-08-15,2025-08-17,-1.7,-7.3,-8.6,-3.0,-6.8,165,1836,161,23.55,0.9398,0.9583,A,N,N,94.2,-6.4,93.3,-7.4,0.1431,133,190
AKZE,32274,27950,AZ,32179,202541,BEAUTY & PERSONAL CARE,DIANA PRINCE,5,PERSONAL CARE,Eye Drops 0.5oz,Top 10%,Escalate to Merchant,Low fill rate (<85%),,Y,133,59,44.5,56.0,47.7,49.2,50.9,60.3,33.1,34.6,Y,Y,N,2025-08-02,2025-08-02,2025-08-03,2025-08-04,2025-08-06,1.7,-4.1,5.0,2.9,2.8,185,334,226,44.61,0.6559,0.6657,A,N,Y,51.0,1.6,47.1,-0.2,0.4666,133,123
SUNRISE,88345,28659,IL,32180,202537,BEAUTY & PERSONAL CARE,BRUCE BANNER,5,PERSONAL CARE,Shampoo 12oz,Top 50%,Vendor Outreach,Weather delay,,N,90,82,91.4,91.7,87.5,100,92.5,86.6,93.6,100,Y,N,Y,2025-09-18,2025-09-15,2025-09-15,2025-09-18,2025-09-20,14.9,15.8,16.6,16.5,19.0,461,459,94,44.18,0.8945,0.8474,A,N,N,92.9,17.0,93.3,19.0,0.2565,90,92
SUNRISE,88345,90341,IL,32181,202535,PET CARE,DIANA PRINCE,9,PET SUPPLIES,Nasal Spray 0.5oz,Top 50%,Vendor Outreach,>5 days late,Y,N,346,334,96.4,100,83.9,94.1,100,95.3,96.4,95.7,Y,N,Y,2025-08-12,2025-08-12,2025-08-14,2025-08-15,2025-08-15,16.9,22.0,14.1,12.3,17.6,427,776,194,36.01,0.823,0.8244,A,N,N,94.5,16.5,94.3,18.4,0.3097,346,276
PRIMECARE,34567,57349,OH,32182,202535,PET CARE,DIANA PRINCE,9,PET SUPPLIES,Vitamin C 500mg 60ct,Top 10%,Vendor Outreach,Demand spike,N,Y,109,62,56.9,44.3,60.4,51.0,42.7,58.1,65.0,65.3,Y,Y,N,2025-09-13,2025-09-10,2025-09-11,2025-09-12,2025-09-14,4.0,3.7,6.7,2.9,8.5,337,1435,43,25.3,0.3477,0.3372,A,N,Y,49.6,5.5,55.5,3.6,0.5388,109,183
GREENLEAF,61234,62990,TX,32183,202541,CONSUMER HEALTH CARE,THOR ODINSON,4,PAIN MANAGEMENT,Probiotic 30ct,Top 10%,Escalate to Merchant,Demand spike,N,Y,415,306,73.7,53.0,62.5,66.2,79.7,55.5,66.4,83.0,Y,Y,N,2025-09-01,2025-09-01,2025-09-01,2025-09-03,2025-09-03,4.7,3.0,4.6,3.2,5.1,15,253,27,23.32,0.6321,0.6319,A,N,Y,65.3,4.0,67.9,4.2,0.3799,415,59
ULTRAMED,75012,78150,WA,32184,202538,BABY & CHILD,THOR ODINSON,8,BABY CARE,Baby Wipes 80ct,Top 50%,Escalate to Merchant,Weather delay,,Y,301,187,62.2,48.1,58.4,60.7,61.8,64.3,37.8,65.1,Y,Y,Y,2025-09-19,2025-09-18,2025-09-20,2025-09-21,2025-09-22,12.8,11.8,12.0,13.1,14.8,220,325,159,43.32,0.5863,0.585,A,N,Y,57.2,12.9,58.1,15.2,0.4845,301,269
VITAGEN,91123,44523,WA,32185,202539,CONSUMER HEALTH CARE,CAROL DANVERS,10,FIRST AID,Fiber Supplement 90ct,Top 10%,Vendor Outreach,Transportation issue,,N,195,175,89.8,97.4,92.2,90.2,93.6,83.5,89.7,87.9,N,N,N,2025-08-04,2025-08-06,2025-08-06,2025-08-06,2025-08-06,4.2,1.9,6.4,7.3,4.0,331,689,43,30.86,0.964,0.9206,A,N,N,93.3,4.9,90.3,6.6,0.2468,195,245
VITAGEN,91123,84455,AZ,32186,202534,BEAUTY & PERSONAL CARE,PETER PARKER,7,SKIN CARE,Bandage Assorted 30ct,Bottom 50%,Vendor Outreach,Transportation issue,,Y,351,144,41.0,36.8,50.5,39.4,44.3,28.8,41.9,43.6,Y,Y,Y,2025-09-01,2025-09-03,2025-09-03,2025-09-11,2025-09-11,18.2,21.6,16.0,21.7,16.1,147,593,24,25.77,0.4189,0.4263,A,N,Y,42.8,18.9,41.3,19.8,0.1426,351,182
NOVAPHARM,41892,84242,AZ,32187,202537,BABY & CHILD,DIANA PRINCE,8,BABY CARE,Probiotic 30ct,Bottom 50%,Escalate to Merchant,Demand spike,,Y,89,61,68.7,58.2,64.1,82.4,59.6,72.8,71.2,76.4,Y,Y,N,2025-09-03,2025-09-06,2025-09-06,2025-09-07,2025-09-07,2.4,0.6,-0.9,5.5,-0.5,338,1737,239,26.64,0.4072,0.421,A,N,Y,66.1,1.2,69.6,-2.4,0.382,89,277
HEALTHCORP,80021,70619,FL,32188,202538,CONSUMER HEALTH CARE,CAROL DANVERS,4,PAIN MANAGEMENT,Shampoo 12oz,Bottom 50%,Vendor Outreach,Low fill rate (<85%),,N,260,233,89.8,91.2,87.2,92.2,97.7,95.0,79.5,89.4,N,N,N,2025-09-01,2025-09-02,2025-09-03,2025-09-04,2025-09-06,0.8,4.9,1.2,1.4,1.6,463,125,103,110.56,0.7462,0.7098,A,N,N,92.1,2.3,89.7,2.1,0.1792,260,31
PRIMECARE,34567,12609,CA,32189,202538,CONSUMER HEALTH CARE,DIANA PRINCE,2,VITAMINS & SUPPLEMENTS,Cough Syrup 8oz,Top 10%,Vendor Outreach,Low fill rate (<85%),N,N,258,254,98.5,100,90.6,83.8,86.3,100,100,93.6,N,N,N,2025-08-17,2025-08-17,2025-08-17,2025-08-17,2025-08-19,2.0,-3.6,1.2,8.6,-0.2,62,1633,160,22.72,0.7955,0.8039,A,N,N,90.2,1.5,93.3,3.6,0.1981,258,64
SYNCO,67441,45985,WA,32190,202534,BEAUTY & PERSONAL CARE,PETER PARKER,7,SKIN CARE,Bandage Assorted 30ct,Top 50%,Vendor Outreach,Vendor capacity constraint,N,Y,241,171,70.8,78.4,77.3,64.9,71.7,68.4,84.6,76.4,Y,Y,N,2025-09-12,2025-09-15,2025-09-15,2025-09-15,2025-09-16,0.6,3.3,8.4,1.6,-3.9,282,837,158,30.51,0.5556,0.5757,A,N,Y,73.1,2.4,73.3,4.9,0.1035,241,211
BIOPLEX,72398,21829,IL,32191,202536,BEAUTY & PERSONAL CARE,CAROL DANVERS,5,PERSONAL CARE,Baby Wipes 80ct,Top 10%,Vendor Outreach,Vendor capacity constraint,Y,N,373,335,89.8,82.8,94.2,79.2,91.4,83.6,100,96.5,N,N,N,2025-08-07,2025-08-10,2025-08-10,2025-08-11,2025-08-13,1.4,3.8,0.2,-4.5,4.5,33,770,215,26.44,0.8746,0.9059,A,N,N,86.9,1.0,89.6,-1.2,0.3886,373,104
PRIMECARE,34567,94030,FL,32192,202537,CONSUMER HEALTH CARE,THOR ODINSON,1,DIGESTIVE HEALTH,Fiber Supplement 90ct,Top 10%,Vendor Outreach,Weather delay,,Y,210,137,65.3,70.0,69.2,62.2,52.0,62.8,61.9,58.5,Y,Y,Y,2025-09-22,2025-09-21,2025-09-22,2025-09-25,2025-09-25,20.1,18.4,15.3,20.8,19.8,212,802,93,27.61,0.4574,0.4451,A,N,Y,63.4,18.6,63.7,19.9,0.3912,210,127
PRIMECARE,34567,35987,OH,32193,202540,CONSUMER HEALTH CARE,THOR ODINSON,3,COLD & ALLERGY,Vitamin C 500mg 60ct,Top 50%,Vendor Outreach,Weather delay,Y,Y,357,183,51.4,42.4,57.9,55.5,55.2,50.1,49.7,43.0,Y,Y,Y,2025-09-30,2025-10-03,2025-10-04,2025-10-08,2025-10-10,19.8,21.4,16.7,20.1,21.8,253,832,66,27.67,0.4725,0.4432,A,N,Y,52.8,20.0,50.9,23.6,0.2838,357,84
BIOPLEX,72398,44314,IL,32194,202537,CONSUMER HEALTH CARE,NATASHA ROMANOV,10,FIRST AID,Hand Sanitizer 8oz,Bottom 50%,Vendor Outreach,Low fill rate (<85%),Y,Y,400,274,68.5,76.2,73.1,83.5,52.8,64.1,71.8,62.3,Y,Y,N,2025-09-28,2025-09-27,2025-09-29,2025-09-29,2025-09-29,2.2,4.3,3.1,2.8,1.1,129,1083,195,25.98,0.421,0.4105,A,N,Y,71.4,2.8,69.4,-0.8,0.2171,400,267
HEALTHCORP,80021,71352,FL,32195,202542,CONSUMER HEALTH CARE,NATASHA ROMANOV,2,VITAMINS & SUPPLEMENTS,Cough Syrup 8oz,Top 10%,Escalate to Merchant,Vendor capacity constraint,,Y,183,83,45.1,60.3,49.1,46.2,55.6,34.1,44.9,26.8,Y,Y,N,2025-09-27,2025-09-25,2025-09-26,2025-09-27,2025-09-27,-0.0,-3.9,-3.3,-0.2,2.6,284,1797,225,25.66,0.3213,0.2862,A,N,Y,52.8,-1.2,45.3,-0.7,0.3102,183,69
AKZE,32274,67870,GA,32196,202541,PET CARE,CAROL DANVERS,9,PET SUPPLIES,Sunscreen SPF50 4oz,Top 50%,Vendor Outreach,Manufacturing shortage,Y,Y,483,346,71.7,76.1,77.6,73.6,78.0,78.5,60.2,76.2,Y,Y,N,2025-08-27,2025-08-24,2025-08-24,2025-08-25,2025-08-27,2.6,-0.9,-4.3,-1.4,-1.2,48,1867,168,22.31,0.3104,0.3285,A,N,Y,76.3,-1.9,73.9,-2.7,0.113,483,245
ULTRAMED,75012,72895,WA,32197,202534,BEAUTY & PERSONAL CARE,THOR ODINSON,5,PERSONAL CARE,Immune Support 60ct,Top 50%,Vendor Outreach,Low fill rate (<85%),N,Y,72,50,68.9,61.6,75.7,66.7,67.4,56.0,78.9,66.2,Y,Y,N,2025-09-05,2025-09-06,2025-09-07,2025-09-07,2025-09-08,-0.5,0.3,-2.8,1.0,-5.2,130,414,122,32.17,0.686,0.7226,A,N,Y,67.9,-1.7,68.7,0.4,0.2282,72,88
BIOPLEX,72398,74336,NY,32198,202536,BEAUTY & PERSONAL CARE,DIANA PRINCE,5,PERSONAL CARE,Immune Support 60ct,Top 10%,Escalate to Merchant,Demand spike,Y,Y,99,76,76.6,67.4,75.9,83.4,70.6,68.9,73.4,77.2,Y,N,N,2025-09-13,2025-09-11,2025-09-13,2025-09-13,2025-09-14,2.3,-3.2,1.4,1.3,-5.7,269,1339,268,28.02,0.7244,0.7212,A,N,N,74.3,-1.6,74.0,1.6,0.4079,99,163
BIOMED,48902,66063,OH,32199,202542,CONSUMER HEALTH CARE,DIANA PRINCE,10,FIRST AID,Vitamin C 500mg 60ct,Top 50%,Vendor Outreach,Transportation issue,N,N,73,68,92.7,99.6,84.5,92.1,80.2,95.5,95.6,85.8,Y,N,Y,2025-09-23,2025-09-23,2025-09-23,2025-09-24,2025-09-25,14.8,19.7,15.3,9.7,16.0,448,1492,152,28.04,0.791,0.8134,A,N,N,89.1,15.2,90.8,13.0,0.535,73,105
MEDIQ,55013,20252,NC,32200,202540,BEAUTY & PERSONAL CARE,DIANA PRINCE,5,PERSONAL CARE,Pain Reliever 50ct,Bottom 50%,Vendor Outreach,Vendor capacity constraint,Y,Y,52,30,57.4,69.0,58.4,49.5,59.4,50.2,46.3,56.4,Y,Y,N,2025-08-06,2025-08-04,2025-08-04,2025-08-04,2025-08-04,3.7,1.2,0.9,-3.5,1.2,57,1721,8,20.76,0.5784,0.5472,A,N,Y,59.1,-0.1,54.8,2.2,0.2961,52,285
NOVAPHARM,41892,49441,WA,32201,202540,CONSUMER HEALTH CARE,DIANA PRINCE,3,COLD & ALLERGY,Sunscreen SPF50 4oz,Bottom 50%,Vendor Outreach,Weather delay,,N,135,133,98.5,100,97.9,89.8,96.9,98.6,92.8,100,Y,N,Y,2025-08-27,2025-08-30,2025-08-31,2025-09-05,2025-09-07,10.4,10.8,10.5,7.2,6.9,305,1547,283,27.6,0.9897,0.9434,A,N,N,96.2,8.8,96.2,10.2,0.5209,135,259
SUNRISE,88345,17956,AZ,32202,202539,CONSUMER HEALTH CARE,CAROL DANVERS,1,DIGESTIVE HEALTH,Probiotic 30ct,Top 10%,Escalate to Merchant,Weather delay,,Y,187,148,79.3,71.4,83.8,60.4,79.9,72.2,89.5,85.8,Y,N,Y,2025-09-28,2025-09-29,2025-10-01,2025-10-04,2025-10-04,8.9,9.2,5.6,10.3,5.0,452,650,199,40.03,0.9783,1,A,N,N,73.9,7.5,77.3,6.0,0.1932,187,54
PRIMECARE,34567,26920,FL,32203,202541,CONSUMER HEALTH CARE,BRUCE BANNER,4,PAIN MANAGEMENT,Moisturizer SPF30 3oz,Bottom 50%,Vendor Outreach,>5 days late,N,N,262,260,99.1,87.6,93.3,99.3,70.6,88.5,95.2,100,Y,N,Y,2025-08-28,2025-08-25,2025-08-27,2025-08-30,2025-08-30,16.2,19.2,10.6,17.3,16.4,287,508,249,41.1,0.7748,0.7588,A,N,N,87.7,15.9,91.6,16.4,0.5033,262,273
ULTRAMED,75012,23650,CA,32204,202535,BABY & CHILD,THOR ODINSON,8,BABY CARE,Hand Sanitizer 8oz,Top 50%,Vendor Outreach,Manufacturing shortage,N,N,450,424,94.2,98.1,75.2,95.2,92.1,100,100,100,N,N,N,2025-08-10,2025-08-12,2025-08-13,2025-08-14,2025-08-14,-0.9,-5.7,-2.2,-5.8,-7.0,62,1787,103,21.85,0.8273,0.8189,A,N,N,90.2,-5.2,94.4,-5.0,0.229,450,97
BIOPLEX,72398,58815,NY,32205,202536,BEAUTY & PERSONAL CARE,PETER PARKER,6,HAIR CARE,Dog Food Dry 20lb,Top 10%,Vendor Outreach,Transportation issue,,N,321,293,91.3,85.3,93.3,100,84.3,95.5,76.2,95.3,N,N,N,2025-09-03,2025-08-31,2025-08-31,2025-09-01,2025-09-02,3.6,6.6,2.5,4.2,-1.1,205,1631,84,23.54,0.8259,0.8152,A,N,N,90.7,3.0,91.5,4.0,0.126,321,276
VITAGEN,91123,62691,AZ,32206,202539,BEAUTY & PERSONAL CARE,THOR ODINSON,5,PERSONAL CARE,Cough Syrup 8oz,Bottom 50%,Vendor Outreach,Transportation issue,N,N,193,190,98.5,95.0,95.6,89.0,100,100,91.2,92.1,Y,N,Y,2025-08-22,2025-08-22,2025-08-24,2025-08-29,2025-08-31,11.2,9.0,9.6,12.3,10.9,450,308,266,66.49,0.9877,0.9661,A,N,N,94.9,10.4,95.3,12.5,0.4407,193,91
AKZE,32274,80770,NC,32207,202538,BEAUTY & PERSONAL CARE,NATASHA ROMANOV,5,PERSONAL CARE,Dog Food Dry 20lb,Bottom 50%,Escalate to Merchant,Weather delay,,Y,308,138,44.9,50.5,52.1,47.7,39.7,39.5,56.0,48.3,Y,Y,Y,2025-09-17,2025-09-18,2025-09-20,2025-09-21,2025-09-22,7.9,7.6,7.8,6.7,9.8,153,632,293,34.11,0.569,0.5904,A,N,Y,47.5,8.0,46.9,7.8,0.1866,308,194
NOVAPHARM,41892,29209,NY,32208,202535,BEAUTY & PERSONAL CARE,BRUCE BANNER,7,SKIN CARE,Allergy Relief 24ct,Top 50%,Vendor Outreach,Weather delay,N,N,116,107,92.1,84.9,94.6,81.6,90.3,84.1,91.1,91.3,Y,N,Y,2025-08-11,2025-08-09,2025-08-11,2025-08-12,2025-08-13,12.4,15.9,9.7,5.6,12.0,364,987,66,28.71,0.9807,0.982,A,N,N,87.8,10.8,88.1,7.8,0.1147,116,90
